SetDutyCycle,MeasuredDutyCycle,Voltage_V,Current_A,Power_W,Energy_J,Temperature_C,MotorCurrent_A,SamplesCount,Dyno_RPM,Car_RPM,Dyno_Torque_Nm,Dyno_Power_W,DynoSamplesCount
60.0,60.0,27.726950000000002,6.1752,170.760125,860.8358,23.25,1.2507875,8,161.51999999999998,171.825,5.661,95.745,2
65.0,65.0,27.671875,6.5115,180.1723125,930.8006,23.37,1.27375,8,175.91,187.14,5.729,105.54,3
70.0,70.0,27.610257142857144,6.968228571428571,192.38421428571428,948.6797,23.462857142857143,1.2770428571428571,7,191.9,204.15,5.789,116.33500000000001,2
75.0,75.0,27.5461,7.4799,206.5395125,1012.1779,23.62,1.3039875,8,204.695,217.76,5.8595,125.6,2
80.0,80.0,27.4656375,8.2641,225.9577375,1076.9587,23.75,1.3518375,8,219.09,233.07,5.9665,136.88,2
85.0,85.0,27.4206875,8.4153,230.9861375,1147.223,23.87,1.3308875,8,231.88,246.68,6.0625,147.20999999999998,2
86.0,86.0,27.384,8.6559,237.27055000000001,1145.8483,24.0,1.3528375000000001,8,235.61333333333334,250.65,6.158666666666666,151.95000000000002,3
87.0,87.0,27.35665,8.7372,239.0221875,1176.9216,24.0,1.3572625,8,236.94,252.06,6.263,155.39999999999998,2
88.0,88.0,27.316025,9.1005,247.0483875,1206.0211,24.12,1.391025,8,239.88,255.19,6.3454999999999995,159.395,2
89.0,89.0,27.289450000000002,9.0555,246.42714999999998,1235.7197,24.25,1.3992875,8,241.61,257.03,6.466,163.60000000000002,2
90.0,90.0,27.2411,9.374742857142857,256.332,1204.8384,24.37,1.409114285714286,7,244.805,260.43499999999995,6.5615000000000006,168.215,2
91.0,91.0,27.21962857142857,9.402514285714286,255.76491428571427,1231.4573,24.5,1.4100428571428572,7,247.42666666666665,263.21999999999997,6.670999999999999,172.84666666666666,3
92.0,92.0,27.1793,9.7041,263.72335,1258.4064,24.62,1.43705,8,249.47,265.395,6.781499999999999,177.16500000000002,2
93.0,93.0,27.130075,9.9363,269.635275,1294.8787,24.685000000000002,1.4515500000000001,8,252.67,268.8,6.8934999999999995,182.39,2
94.0,94.0,27.093375,10.2981,276.865425,1336.1203,24.765,1.4786375,8,254.26999999999998,270.5,7.035,187.315,2
95.0,95.0,27.0578125,10.4946,283.99433750000003,1371.479,24.9025,1.4895375,8,255.87,272.2,7.1605,191.86,2
96.0,96.0,27.017575,10.5948,286.80445000000003,1413.4886,25.03,1.508175,8,258.00333333333333,274.4666666666667,7.294999999999999,197.08666666666667,3
97.0,97.0,26.9800875,10.7943,293.0703125,1450.1299,25.20125,1.53365,8,260.66499999999996,277.3,7.4395,203.07,2
98.0,98.0,26.9300875,11.1465,299.55082500000003,1497.4848,25.355,1.57305,8,262.265,279.005,7.566,207.795,2
99.0,99.0,26.87815714285714,11.6832,313.5401857142857,1463.2166,25.481428571428573,1.5958428571428571,7,263.86,280.70500000000004,7.7095,213.02999999999997,2
99.8,99.8,26.833199999999998,11.9031,319.7505625,1506.4934,25.62,1.597625,8,267.06,284.11,7.84,219.26999999999998,2
