Voltage,Current,Power,Energy,Temperature,MotorVoltage,MotorCurrent,MeasuredDutyCycle,TargetDutyCycle,WheelSpeed,Phase,Repeat,CurrentLimit_A,Timestamp_s
28.209,0.077,2.145,271.434,20.12,6.827,0.6092,0.0,0.0,16.956,Coasting,4,15.0,55.85649394989014
28.209,0.074,2.124,271.642,20.12,6.812,0.6044,0.0,0.0,16.956,Coasting,4,15.0,55.97094535827637
28.209,0.072,2.06,271.849,20.12,6.74,0.606,0.0,0.0,16.956,Coasting,4,15.0,56.07044553756714
28.206,0.077,2.166,272.064,20.12,6.681,0.61,0.0,0.0,16.956,Coasting,4,15.0,56.1737380027771
28.209,0.072,2.018,272.279,20.12,6.71,0.6092,0.0,0.0,16.956,Coasting,4,15.0,56.3037109375
28.206,0.072,2.06,272.494,20.12,6.74,0.6052,0.0,0.0,16.956,Coasting,4,15.0,56.39044785499573
28.206,0.082,2.297,272.701,20.12,6.696,0.602,0.0,0.0,16.956,Coasting,4,15.0,56.49234485626221
28.206,0.074,2.081,272.909,20.12,6.74,0.61,0.0,0.0,12.717,Coasting,4,15.0,56.601754903793335
28.206,0.072,1.997,273.124,20.12,6.856,0.6028,0.0,0.0,12.717,Coasting,4,15.0,56.707199811935425
28.206,0.079,2.255,273.339,20.12,6.856,0.6084,0.0,0.0,12.717,Coasting,4,15.0,56.81051683425903
28.209,0.062,1.764,273.546,20.12,6.856,0.6116,0.0,0.0,12.717,Coasting,4,15.0,56.923155784606934
28.206,0.06,1.68,273.754,20.12,6.681,0.6084,0.0,0.0,12.717,Coasting,4,15.0,57.02468204498291
28.206,0.067,1.891,273.969,20.12,6.71,0.6084,0.0,0.0,12.717,Coasting,4,15.0,57.125667572021484
28.209,0.065,1.828,274.176,20.12,6.681,0.6004,0.0,0.0,12.717,Coasting,4,15.0,57.23726201057434
28.206,0.07,1.976,274.391,20.12,6.841,0.6116,0.0,0.0,12.717,Coasting,4,15.0,57.33974075317383
28.209,0.079,2.082,274.606,20.12,6.681,0.6084,0.0,0.0,12.717,Coasting,4,15.0,57.44159126281738
28.206,0.067,1.87,274.821,20.12,6.856,0.6084,0.0,0.0,12.717,Coasting,4,15.0,57.55251383781433
28.209,0.074,2.103,275.036,20.12,6.71,0.6125,0.0,0.0,12.717,Coasting,4,15.0,57.652971267700195
28.206,0.084,2.361,275.251,20.12,6.725,0.6084,0.0,0.0,12.717,Coasting,4,15.0,57.7590172290802
28.209,0.077,2.166,275.466,20.12,6.827,0.61,0.0,0.0,12.717,Coasting,4,15.0,57.865760803222656
28.209,0.077,2.166,275.681,20.12,6.74,0.6004,0.0,0.0,12.717,Coasting,4,15.0,57.96781539916992
28.206,0.067,1.912,275.896,20.12,6.71,0.6084,0.0,0.0,12.717,Coasting,4,15.0,58.07621431350708
28.209,0.07,1.976,276.111,20.12,6.74,0.6052,0.0,0.0,12.717,Coasting,4,15.0,58.17813205718994
28.206,0.077,2.192,276.319,20.12,6.667,0.6084,0.0,0.0,12.717,Coasting,4,15.0,58.28399324417114
28.209,0.077,2.424,276.541,20.12,6.798,0.61,0.0,0.0,12.717,Coasting,4,15.0,58.39514636993408
28.206,0.084,2.361,276.756,20.12,6.696,0.6052,0.0,0.0,12.717,Coasting,4,15.0,58.49475049972534
28.209,0.067,1.912,276.964,20.12,6.827,0.6116,0.0,0.0,8.949,Coasting,4,15.0,58.605309009552
28.206,0.067,2.102,0.184,20.12,6.914,0.6036,0.0,0.0,8.949,Accelerating,5,15.0,58.72996473312378
28.197,0.377,10.654,0.714,20.12,9.183,0.7519,9.0,100.0,8.949,Accelerating,5,15.0,58.846901178359985
28.181,0.799,22.511,2.542,20.12,12.311,0.8244,20.0,100.0,8.949,Accelerating,5,15.0,58.92285895347595
28.1,3.043,85.489,6.444,20.12,15.569,1.5537,30.0,100.0,8.949,Accelerating,5,15.0,59.03070950508118
28.116,2.642,74.275,13.709,20.12,17.824,1.0267,41.0,100.0,8.949,Accelerating,5,15.0,59.126973152160645
28.109,3.314,93.147,21.819,20.25,20.311,1.0533,51.0,100.0,8.949,Accelerating,5,15.0,59.23649621009827
28.084,3.461,97.206,31.242,20.25,24.719,1.0984,62.0,100.0,8.949,Accelerating,5,15.0,59.33688044548035
28.062,3.96,111.107,41.818,20.25,27.221,1.0774,72.0,100.0,8.949,Accelerating,5,15.0,59.452075242996216
28.056,4.056,113.806,53.353,20.25,29.432,1.2241,83.0,100.0,8.949,Accelerating,5,15.0,59.552430868148804
28.047,4.411,103.901,66.002,20.25,32.021,1.0484,93.0,100.0,8.949,Accelerating,5,15.0,59.66186738014221
28.087,2.882,80.924,78.436,20.25,34.348,0.8969,100.0,100.0,8.949,Accelerating,5,15.0,59.7635178565979
28.125,1.747,49.156,85.01,20.25,34.392,0.8502,100.0,100.0,8.949,Accelerating,5,15.0,59.86679434776306
28.128,1.891,53.191,90.755,20.25,34.319,0.7986,100.0,100.0,8.949,Accelerating,5,15.0,59.9713921546936
28.128,2.09,58.764,96.499,20.25,34.436,0.8067,100.0,100.0,8.949,Accelerating,5,15.0,60.07290315628052
28.125,1.951,54.897,102.298,20.25,34.348,0.8115,100.0,100.0,8.949,Accelerating,5,15.0,60.18186688423157
28.128,1.913,53.82,108.357,20.25,34.348,0.7986,100.0,100.0,8.949,Accelerating,5,15.0,60.28529953956604
28.128,1.865,55.374,114.163,20.25,34.406,0.8325,100.0,100.0,8.949,Accelerating,5,15.0,60.387001276016235
28.122,2.035,57.241,120.031,20.25,34.406,0.8196,100.0,100.0,8.949,Accelerating,5,15.0,60.49256944656372
28.128,2.146,60.357,125.852,20.25,34.377,0.8308,100.0,100.0,26.376,Accelerating,5,15.0,60.60382843017578
28.209,-0.396,11.17,128.617,20.25,29.606,0.7148,84.0,0.0,26.376,Coasting,5,15.0,60.74307680130005
28.181,0.737,15.772,129.907,20.25,23.453,0.718,62.0,0.0,26.376,Coasting,5,15.0,60.82435846328735
28.178,0.542,15.258,131.628,20.25,19.133,0.7406,42.0,0.0,26.376,Coasting,5,15.0,60.921494245529175
28.181,0.53,14.922,133.133,20.25,12.936,0.6511,20.0,0.0,26.376,Coasting,5,15.0,61.02363610267639
28.197,0.077,2.081,133.632,20.25,6.856,0.6084,0.0,0.0,26.376,Coasting,5,15.0,61.129783391952515
28.197,0.074,2.123,133.847,20.12,6.681,0.6052,0.0,0.0,26.376,Coasting,5,15.0,61.232330322265625
28.2,0.074,2.123,134.062,20.25,6.812,0.6084,0.0,0.0,26.376,Coasting,5,15.0,61.3434271812439
28.197,0.07,1.933,134.269,20.25,6.827,0.61,0.0,0.0,26.376,Coasting,5,15.0,61.44282412528992
28.2,0.065,1.848,134.484,20.12,6.74,0.6084,0.0,0.0,26.376,Coasting,5,15.0,61.55278515815735
28.2,0.082,2.296,134.7,20.25,6.812,0.6036,0.0,0.0,26.376,Coasting,5,15.0,61.65873599052429
28.2,0.07,2.144,134.922,20.12,6.798,0.6028,0.0,0.0,26.376,Coasting,5,15.0,61.76429843902588
28.2,0.074,2.081,135.13,20.12,6.827,0.6084,0.0,0.0,26.376,Coasting,5,15.0,61.863229513168335
28.2,0.072,2.017,135.345,20.12,6.856,0.6116,0.0,0.0,26.376,Coasting,5,15.0,61.97436022758484
28.2,0.074,2.124,135.552,20.12,6.827,0.6084,0.0,0.0,26.376,Coasting,5,15.0,62.07740354537964
28.203,0.072,2.06,135.767,20.12,6.856,0.606,0.0,0.0,26.376,Coasting,5,15.0,62.1801176071167
28.2,0.079,2.212,135.974,20.25,6.74,0.6116,0.0,0.0,26.376,Coasting,5,15.0,62.28072118759155
28.2,0.077,2.145,136.189,20.12,6.74,0.61,0.0,0.0,26.376,Coasting,5,15.0,62.38958501815796
28.2,0.072,2.06,136.404,20.12,6.696,0.6116,0.0,0.0,26.376,Coasting,5,15.0,62.49561429023743
28.2,0.07,1.933,136.612,20.25,6.856,0.602,0.0,0.0,35.796,Coasting,5,15.0,62.604408502578735
28.2,0.074,1.975,136.827,20.12,6.754,0.6036,0.0,0.0,35.796,Coasting,5,15.0,62.70740556716919
28.203,0.079,2.255,137.042,20.12,6.245,0.602,0.0,0.0,35.796,Coasting,5,15.0,62.807518005371094
28.2,0.072,2.017,137.249,20.12,6.71,0.6036,0.0,0.0,35.796,Coasting,5,15.0,62.91796255111694
28.203,0.062,1.764,137.457,20.12,6.841,0.6084,0.0,0.0,35.796,Coasting,5,15.0,63.02626872062683
28.203,0.065,1.806,137.672,20.12,6.827,0.61,0.0,0.0,35.796,Coasting,5,15.0,63.127625465393066
28.2,0.067,1.87,137.879,20.12,6.827,0.6052,0.0,0.0,35.796,Coasting,5,15.0,63.236489057540894
28.203,0.074,2.081,138.094,20.25,6.696,0.6044,0.0,0.0,35.796,Coasting,5,15.0,63.34057593345642
28.203,0.072,2.017,138.309,20.25,6.71,0.61,0.0,0.0,35.796,Coasting,5,15.0,63.441956520080566
28.203,0.074,2.081,138.516,20.12,6.71,0.6108,0.0,0.0,35.796,Coasting,5,15.0,63.55361819267273
28.203,0.07,1.975,138.732,20.12,6.885,0.61,0.0,0.0,35.796,Coasting,5,15.0,63.65851831436157
28.2,0.072,1.933,138.947,20.12,6.71,0.6092,0.0,0.0,35.796,Coasting,5,15.0,63.758111000061035
28.203,0.065,1.806,139.162,20.12,6.71,0.61,0.0,0.0,35.796,Coasting,5,15.0,63.8625373840332
28.203,0.062,1.785,139.377,20.12,6.71,0.61,0.0,0.0,35.796,Coasting,5,15.0,63.97238254547119
28.203,0.074,2.081,139.584,20.12,6.71,0.6092,0.0,0.0,35.796,Coasting,5,15.0,64.07388162612915
28.203,0.067,2.124,139.807,20.12,6.681,0.6125,0.0,0.0,35.796,Coasting,5,15.0,64.18586301803589
28.2,0.077,2.187,140.014,20.12,6.827,0.6028,0.0,0.0,35.796,Coasting,5,15.0,64.28917121887207
28.203,0.074,2.124,140.221,20.12,6.71,0.61,0.0,0.0,35.796,Coasting,5,15.0,64.38888216018677
28.203,0.072,2.018,140.436,20.25,6.856,0.6084,0.0,0.0,35.796,Coasting,5,15.0,64.4970817565918
28.203,0.07,1.976,140.652,20.12,6.71,0.6052,0.0,0.0,30.615,Coasting,5,15.0,64.60223150253296
28.206,0.07,1.933,140.867,20.12,6.856,0.61,0.0,0.0,30.615,Coasting,5,15.0,64.71378231048584
28.203,0.074,2.124,141.082,20.12,6.681,0.6092,0.0,0.0,30.615,Coasting,5,15.0,64.81659173965454
28.203,0.062,1.764,141.289,20.12,6.725,0.606,0.0,0.0,30.615,Coasting,5,15.0,64.9169921875
28.203,0.072,2.06,141.504,20.12,6.827,0.6052,0.0,0.0,30.615,Coasting,5,15.0,65.02209520339966
28.203,0.077,2.145,141.711,20.12,6.827,0.6052,0.0,0.0,30.615,Coasting,5,15.0,65.13266372680664
28.203,0.065,1.848,141.926,20.12,6.856,0.6181,0.0,0.0,30.615,Coasting,5,15.0,65.24449157714844
28.203,0.07,1.933,142.141,20.12,6.696,0.6116,0.0,0.0,30.615,Coasting,5,15.0,65.33588671684265
28.206,0.077,2.166,142.349,20.12,6.827,0.6084,0.0,0.0,30.615,Coasting,5,15.0,65.44949722290039
28.203,0.072,2.06,142.572,20.12,6.754,0.61,0.0,0.0,30.615,Coasting,5,15.0,65.54791355133057
28.203,0.077,2.145,142.779,20.12,6.827,0.6133,0.0,0.0,30.615,Coasting,5,15.0,65.65599942207336
28.203,0.077,2.166,143.002,20.12,6.841,0.61,0.0,0.0,30.615,Coasting,5,15.0,65.76553177833557
28.206,0.079,2.212,143.209,20.12,6.856,0.6092,0.0,0.0,30.615,Coasting,5,15.0,65.86598587036133
28.203,0.072,1.996,143.416,20.12,6.827,0.6181,0.0,0.0,30.615,Coasting,5,15.0,65.97439503669739
28.203,0.077,2.187,143.631,20.25,6.71,0.6116,0.0,0.0,30.615,Coasting,5,15.0,66.0739278793335
28.206,0.077,2.145,143.839,20.25,6.74,0.6092,0.0,0.0,30.615,Coasting,5,15.0,66.18653440475464
28.206,0.072,2.039,144.061,20.12,6.681,0.6092,0.0,0.0,30.615,Coasting,5,15.0,66.29160928726196
28.206,0.07,1.933,144.269,20.12,6.827,0.6084,0.0,0.0,30.615,Coasting,5,15.0,66.39424800872803
28.203,0.079,2.233,144.484,20.12,6.681,0.61,0.0,0.0,30.615,Coasting,5,15.0,66.49636173248291
28.203,0.077,2.145,144.691,20.12,6.827,0.6116,0.0,0.0,25.434,Coasting,5,15.0,66.60696339607239
28.206,0.074,2.081,144.899,20.12,6.667,0.602,0.0,0.0,25.434,Coasting,5,15.0,66.70866870880127
28.203,0.062,1.785,145.106,20.12,6.478,0.6084,0.0,0.0,25.434,Coasting,5,15.0,66.81199359893799
28.206,0.072,2.018,145.321,20.12,6.725,0.6036,0.0,0.0,25.434,Coasting,5,15.0,66.91524696350098
28.206,0.072,2.039,145.536,20.12,6.71,0.6084,0.0,0.0,25.434,Coasting,5,15.0,67.02665781974792
28.203,0.067,1.912,145.751,20.12,6.681,0.602,0.0,0.0,25.434,Coasting,5,15.0,67.12748265266418
28.206,0.067,1.891,145.966,20.12,6.827,0.602,0.0,0.0,25.434,Coasting,5,15.0,67.2401351928711
28.206,0.072,2.039,146.173,20.12,6.681,0.6036,0.0,0.0,25.434,Coasting,5,15.0,67.34164547920227
28.203,0.074,2.081,146.388,20.25,6.71,0.606,0.0,0.0,25.434,Coasting,5,15.0,67.44695806503296
28.206,0.074,2.124,146.596,20.12,6.812,0.6044,0.0,0.0,25.434,Coasting,5,15.0,67.54760956764221
28.206,0.074,2.081,146.811,20.25,6.827,0.6084,0.0,0.0,25.434,Coasting,5,15.0,67.66757249832153
28.206,0.072,1.997,147.026,20.25,6.827,0.602,0.0,0.0,25.434,Coasting,5,15.0,67.76122236251831
28.206,0.072,1.997,147.233,20.12,6.71,0.6116,0.0,0.0,25.434,Coasting,5,15.0,67.86357688903809
28.206,0.077,2.145,147.456,20.25,6.71,0.602,0.0,0.0,25.434,Coasting,5,15.0,67.97698450088501
28.206,0.079,2.212,147.671,20.12,6.71,0.6116,0.0,0.0,25.434,Coasting,5,15.0,68.07662844657898
28.203,0.077,2.145,147.878,20.25,6.827,0.6044,0.0,0.0,25.434,Coasting,5,15.0,68.18208146095276
28.206,0.072,2.06,148.093,20.12,6.841,0.606,0.0,0.0,25.434,Coasting,5,15.0,68.29641556739807
28.206,0.079,2.212,148.301,20.12,6.681,0.6084,0.0,0.0,25.434,Coasting,5,15.0,68.39276194572449
28.206,0.074,2.124,148.516,20.12,6.71,0.6116,0.0,0.0,25.434,Coasting,5,15.0,68.49770593643188
28.206,0.079,1.976,148.731,20.12,6.812,0.6092,0.0,0.0,21.195,Coasting,5,15.0,68.61143255233765
28.206,0.074,2.081,148.938,20.12,6.71,0.6036,0.0,0.0,21.195,Coasting,5,15.0,68.71558117866516
28.206,0.077,2.145,149.153,20.12,6.71,0.606,0.0,0.0,21.195,Coasting,5,15.0,68.81708216667175
28.206,0.055,1.552,149.361,20.12,6.812,0.602,0.0,0.0,21.195,Coasting,5,15.0,68.9262273311615
28.206,0.067,1.87,149.576,20.12,6.74,0.6116,0.0,0.0,21.195,Coasting,5,15.0,69.02753043174744
28.206,0.079,2.255,149.783,20.12,6.856,0.6092,0.0,0.0,21.195,Coasting,5,15.0,69.13096976280212
28.206,0.062,1.933,149.998,20.25,6.74,0.5963,0.0,0.0,21.195,Coasting,5,15.0,69.23950815200806
28.209,0.074,2.102,150.213,20.12,6.856,0.6036,0.0,0.0,21.195,Coasting,5,15.0,69.3384141921997
28.206,0.082,2.318,150.42,20.25,6.696,0.6036,0.0,0.0,21.195,Coasting,5,15.0,69.44481921195984
28.206,0.082,2.102,150.643,20.12,6.812,0.6052,0.0,0.0,21.195,Coasting,5,15.0,69.55332088470459
28.209,0.072,2.039,150.858,20.25,6.71,0.6004,0.0,0.0,21.195,Coasting,5,15.0,69.65685820579529
28.206,0.077,2.124,151.081,20.25,6.827,0.6036,0.0,0.0,21.195,Coasting,5,15.0,69.76491403579712
28.206,0.07,1.955,151.281,20.12,6.827,0.6052,0.0,0.0,21.195,Coasting,5,15.0,69.8744752407074
28.206,0.074,2.102,151.503,20.12,6.681,0.6036,0.0,0.0,21.195,Coasting,5,15.0,69.9827527999878
28.209,0.07,1.976,151.718,20.25,6.71,0.6108,0.0,0.0,21.195,Coasting,5,15.0,70.08306193351746
28.206,0.07,1.955,151.926,20.25,6.827,0.6004,0.0,0.0,21.195,Coasting,5,15.0,70.19179487228394
28.206,0.074,2.102,152.141,20.12,6.681,0.61,0.0,0.0,21.195,Coasting,5,15.0,70.29268717765808
28.206,0.072,2.039,152.348,20.25,6.71,0.606,0.0,0.0,21.195,Coasting,5,15.0,70.40330648422241
28.206,0.077,2.187,152.571,20.12,6.827,0.6036,0.0,0.0,21.195,Coasting,5,15.0,70.50900530815125
28.206,0.072,2.018,152.786,20.25,6.856,0.6036,0.0,0.0,16.485,Coasting,5,15.0,70.61215233802795
28.206,0.079,2.212,153.001,20.12,6.681,0.602,0.0,0.0,16.485,Coasting,5,15.0,70.7280170917511
28.206,0.067,1.531,153.216,20.12,6.71,0.6028,0.0,0.0,16.485,Coasting,5,15.0,70.8173406124115
28.206,0.065,1.806,153.423,20.25,6.827,0.6052,0.0,0.0,16.485,Coasting,5,15.0,70.93161606788635
28.209,0.067,1.891,153.631,20.25,6.71,0.6108,0.0,0.0,16.485,Coasting,5,15.0,71.03255534172058
28.209,0.077,2.187,153.846,20.25,6.798,0.6068,0.0,0.0,16.485,Coasting,5,15.0,71.1376085281372
28.209,0.07,1.828,154.053,20.25,6.827,0.602,0.0,0.0,16.485,Coasting,5,15.0,71.24108934402466
28.209,0.074,2.103,154.268,20.25,6.681,0.6004,0.0,0.0,16.485,Coasting,5,15.0,71.34398007392883
28.209,0.067,1.87,154.483,20.25,6.827,0.602,0.0,0.0,16.485,Coasting,5,15.0,71.45838022232056
28.206,0.065,1.827,154.691,20.12,6.74,0.6036,0.0,0.0,16.485,Coasting,5,15.0,71.56090354919434
28.206,0.077,2.145,154.913,20.25,6.856,0.6036,0.0,0.0,16.485,Coasting,5,15.0,71.66018414497375
28.209,0.072,2.039,155.121,20.25,6.943,0.6052,0.0,0.0,16.485,Coasting,5,15.0,71.77189588546753
28.209,0.077,2.187,155.336,20.12,6.667,0.6116,0.0,0.0,16.485,Coasting,5,15.0,71.87288093566895
28.206,0.079,1.976,155.558,20.25,6.681,0.6036,0.0,0.0,16.485,Coasting,5,15.0,71.9834816455841
28.209,0.082,2.297,155.773,20.25,6.856,0.6036,0.0,0.0,16.485,Coasting,5,15.0,72.08281660079956
28.209,0.074,2.124,155.996,20.25,6.754,0.602,0.0,0.0,16.485,Coasting,5,15.0,72.1934449672699
28.206,0.079,2.212,156.204,20.12,6.74,0.6084,0.0,0.0,16.485,Coasting,5,15.0,72.29554581642151
28.206,0.079,2.255,156.419,20.25,6.681,0.6092,0.0,0.0,16.485,Coasting,5,15.0,72.40215730667114
28.206,0.072,2.187,156.641,20.12,6.827,0.6036,0.0,0.0,16.485,Coasting,5,15.0,72.51350450515747
28.206,0.07,1.976,156.849,20.25,6.798,0.6004,0.0,0.0,12.246,Coasting,5,15.0,72.61938500404358
28.209,0.062,1.785,157.056,20.25,6.856,0.6036,0.0,0.0,12.246,Coasting,5,15.0,72.72343444824219
28.206,0.074,2.102,157.271,20.25,6.812,0.6052,0.0,0.0,12.246,Coasting,5,15.0,72.82783961296082
28.206,0.074,2.102,157.486,20.25,6.827,0.61,0.0,0.0,12.246,Coasting,5,15.0,72.92835545539856
28.206,0.07,1.976,157.701,20.25,6.681,0.6052,0.0,0.0,12.246,Coasting,5,15.0,73.0325996875763
28.209,0.072,2.018,157.908,20.25,6.71,0.6116,0.0,0.0,12.246,Coasting,5,15.0,73.14287328720093
28.209,0.07,2.297,158.131,20.25,6.71,0.6084,0.0,0.0,12.246,Coasting,5,15.0,73.2531406879425
28.206,0.062,1.743,158.339,20.12,6.856,0.6052,0.0,0.0,12.246,Coasting,5,15.0,73.35561227798462
28.206,0.074,2.102,158.546,20.25,6.856,0.6116,0.0,0.0,12.246,Coasting,5,15.0,73.45846438407898
28.206,0.077,2.166,158.761,20.12,6.71,0.6116,0.0,0.0,12.246,Coasting,5,15.0,73.55769157409668
28.209,0.072,2.018,158.976,20.25,6.74,0.6084,0.0,0.0,12.246,Coasting,5,15.0,73.6641936302185
28.206,0.072,2.061,159.191,20.25,6.71,0.602,0.0,0.0,12.246,Coasting,5,15.0,73.77496004104614
28.206,0.082,2.297,159.406,20.25,6.827,0.6036,0.0,0.0,12.246,Coasting,5,15.0,73.87965130805969
28.209,0.077,2.187,159.613,20.25,6.71,0.606,0.0,0.0,12.246,Coasting,5,15.0,73.98471307754517
28.206,0.065,1.848,159.828,20.25,6.681,0.61,0.0,0.0,12.246,Coasting,5,15.0,74.09314513206482
28.206,0.077,2.166,160.044,20.25,6.841,0.602,0.0,0.0,12.246,Coasting,5,15.0,74.1974720954895
28.206,0.079,2.234,160.259,20.25,6.74,0.6092,0.0,0.0,12.246,Coasting,5,15.0,74.30170631408691
28.206,0.082,2.297,160.466,20.25,6.827,0.6052,0.0,0.0,12.246,Coasting,5,15.0,74.40097713470459
28.209,0.074,2.082,160.673,20.25,6.856,0.61,0.0,0.0,12.246,Coasting,5,15.0,74.51300406455994
28.209,0.067,1.912,160.888,20.25,6.696,0.61,0.0,0.0,8.478,Coasting,5,15.0,74.61137461662292
